"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"Connecticut",2021-08-15,2021,7,1,3603691,8336,365856,29.5,4020
"Connecticut",2021-08-22,2021,8,1,3603691,8358,370708,22,4852
"Connecticut",2021-08-29,2021,9,1,3603691,8394,375135,36,4427
"Connecticut",2021-09-05,2021,10,1,3603691,8424,378933,30,3798
"Connecticut",2021-09-12,2021,11,1,3603691,8462.75,384342,38.75,5409
"Connecticut",2021-09-19,2021,12,1,3603691,8501,387733,38.25,3391
"Connecticut",2021-09-26,2021,13,1,3603691,8650,391066,149,3333
"Connecticut",2021-10-03,2021,14,1,3603691,8667,394008,17,2942
"Connecticut",2021-10-10,2021,15,1,3603691,8718,397123,51,3115
"Connecticut",2021-10-17,2021,16,1,3603691,8739,400226,21,3103
"Connecticut",2021-10-24,2021,17,1,3603691,8764,402583,25,2357
"Connecticut",2021-10-31,2021,18,1,3603691,8790,404969,26,2386
"Connecticut",2021-11-07,2021,19,1,3603691,8809,407750,19,2781
"Connecticut",2021-11-14,2021,20,1,3603691,8850,412918,41,5168
"Connecticut",2021-11-21,2021,21,1,3603691,8864.83333333333,418473,14.8333333333339,5555
"Connecticut",2021-11-28,2021,22,1,3603691,8925,425275,60.1666666666661,6802
"Connecticut",2021-12-05,2021,23,1,3603691,8972,439423,47,14148
"Connecticut",2021-12-12,2021,24,1,3603691,9002,455566,30,16143
"Connecticut",2021-12-19,2021,25,1,3603691,9077.2,474557,75.2000000000007,18991
"Connecticut",2021-12-26,2021,26,1,3603691,9160.2,510188,83,35631
"Connecticut",2022-01-02,2021,27,1,3608706,9377,573711,216.799999999999,63523
"Connecticut",2022-01-09,2021,28,1,3608706,9555.5,637572,178.5,63861
"Connecticut",2022-01-16,2021,29,1,3608706,9769,671674,213.5,34102
"Connecticut",2022-01-23,2021,30,1,3608706,9985,696070,216,24396
"Connecticut",2022-01-30,2021,31,1,3608706,10158.8,706140,173.799999999999,10070
"Connecticut",2022-02-06,2021,32,1,3608706,10260,712884,101.200000000001,6744
"Connecticut",2022-02-13,2021,33,1,3608706,10357,719327,97,6443
"Connecticut",2022-02-20,2021,34,1,3608706,10465,722377,108,3050
"Connecticut",2022-02-27,2021,35,1,3608706,10542.75,724833,77.75,2456
"Connecticut",2022-03-06,2021,36,1,3608706,10648,729697,105.25,4864
"Connecticut",2022-03-13,2021,37,1,3608706,10717,731868,69,2171
"Connecticut",2022-03-20,2021,38,1,3608706,10759,734196,42,2328
"Connecticut",2022-03-27,2021,39,1,3608706,10779,737276,20,3080
"Connecticut",2022-04-03,2021,40,1,3608706,10801,740894,22,3618
"Connecticut",2022-04-10,2021,41,1,3608706,10813,745652,12,4758
"Connecticut",2022-04-17,2021,42,1,3608706,10834,751810,21,6158
"Connecticut",2022-04-24,2021,43,1,3608706,10850,758281,16,6471
"Connecticut",2022-05-01,2021,44,1,3608706,10874,766172,24,7891
"Connecticut",2022-05-08,2021,45,1,3608706,10914,779460,40,13288
"Connecticut",2022-05-15,2021,46,1,3608706,10926,797616,12,18156
"Connecticut",2022-05-22,2021,47,1,3608706,10941,806467,15,8851
"Connecticut",2022-05-29,2021,48,1,3608706,10972.5,811932,31.5,5465
"Connecticut",2022-06-05,2021,49,1,3608706,11000,816356,27.5,4424
"Connecticut",2022-06-12,2021,50,1,3608706,11015,820870,15,4514
"Connecticut",2022-06-19,2021,51,1,3608706,11034,825732,19,4862
"Connecticut",2022-06-26,2021,52,1,3608706,11045,832572,11,6840
"Connecticut",2022-07-03,2022,1,1,3608706,11055,837269,10,4697
"Connecticut",2022-07-10,2022,2,1,3608706,11085,842567,30,5298
"Connecticut",2022-07-17,2022,3,1,3608706,11093,848089,8,5522
"Connecticut",2022-07-24,2022,4,1,3608706,11102,854110,9,6021
"Connecticut",2022-07-31,2022,5,1,3608706,11138,859559,36,5449
"Connecticut",2022-08-07,2022,6,1,3608706,11164,864525,26,4966
"Connecticut",2022-08-14,2022,7,1,3608706,11180,868786,16,4261
"Connecticut",2022-08-21,2022,8,1,3608706,11197,873137,17,4351
"Connecticut",2022-08-28,2022,9,1,3608706,11269,877536,72,4399
"Connecticut",2022-09-04,2022,10,1,3608706,11299,881252,30,3716
"Connecticut",2022-09-11,2022,11,1,3608706,11331,888155,32,6903
"Connecticut",2022-09-18,2022,12,1,3608706,11343,892929,12,4774
"Connecticut",2022-09-25,2022,13,1,3608706,11365,897699,22,4770
"Connecticut",2022-10-02,2022,14,1,3608706,11385,901769,20,4070
"Connecticut",2022-10-09,2022,15,1,3608706,11410,905432,25,3663
"Connecticut",2022-10-16,2022,16,1,3608706,11424,908943,14,3511
"Connecticut",2022-10-23,2022,17,1,3608706,11463,912720,39,3777
"Connecticut",2022-10-30,2022,18,1,3608706,11478,915367,15,2647
"Connecticut",2022-11-06,2022,19,1,3608706,11537,918551,59,3184
"Connecticut",2022-11-13,2022,20,1,3608706,11559,921390,22,2839
"Connecticut",2022-11-20,2022,21,1,3608706,11572,924938,13,3548
"Connecticut",2022-11-27,2022,22,1,3608706,11587,929249,15,4311
"Connecticut",2022-12-04,2022,23,1,3608706,11603,933631,16,4382
"Connecticut",2022-12-11,2022,24,1,3608706,11665,938604,62,4973
"Connecticut",2022-12-18,2022,25,1,3608706,11733,944129,68,5525
"Connecticut",2022-12-25,2022,26,1,3608706,11781,948943,48,4814
"Connecticut",2023-01-01,2022,27,1,3617176,11803,954711,22,5768
"Connecticut",2023-01-08,2022,28,1,3617176,11864,959305,61,4594
"Connecticut",2023-01-15,2022,29,1,3617176,11905,962942,41,3637
"Connecticut",2023-01-22,2022,30,1,3617176,11941.2857142857,966003,36.2857142857138,3061
"Connecticut",2023-01-29,2022,31,1,3617176,11973,968927,31.7142857142862,2924
"Connecticut",2023-02-05,2022,32,1,3617176,12036.1428571429,970738,63.1428571428569,1811
"Connecticut",2023-02-12,2022,33,1,3617176,12086,973173,49.8571428571431,2435
"Connecticut",2023-02-19,2022,34,1,3617176,12145,974736,59,1563
"Connecticut",2023-02-26,2022,35,1,3617176,12196,976011,51,1275
"Connecticut",2023-03-05,2022,36,1,3617176,12220,976657,24,646
"Delaware",2020-01-19,2019,30,1,991862,0,0,0,0
"Delaware",2020-01-26,2019,31,1,991862,0,0,0,0
"Delaware",2020-02-02,2019,32,1,991862,0,0,0,0
"Delaware",2020-02-09,2019,33,1,991862,0,0,0,0
"Delaware",2020-02-16,2019,34,1,991862,0,0,0,0
"Delaware",2020-02-23,2019,35,1,991862,0,0,0,0
"Delaware",2020-03-01,2019,36,1,991862,0,0,0,0
"Delaware",2020-03-08,2019,37,1,991862,0,6,0,6
"Delaware",2020-03-15,2019,38,1,991862,0,45,0,39
"Delaware",2020-03-22,2019,39,1,991862,0.25,214,0.25,169
"Delaware",2020-03-29,2019,40,1,991862,17,593,16.75,379
"Delaware",2020-04-05,2019,41,1,991862,44,1479,27,886
"Delaware",2020-04-12,2019,42,1,991862,87,2538,43,1059
"Delaware",2020-04-19,2019,43,1,991862,157,3576,70,1038
"Delaware",2020-04-26,2019,44,1,991862,236,5038,79,1462
"Delaware",2020-05-03,2019,45,1,991862,305,6277,69,1239
"Delaware",2020-05-10,2019,46,1,991862,388,7547,83,1270
"Delaware",2020-05-17,2019,47,1,991862,441,8529,53,982
"Delaware",2020-05-24,2019,48,1,991862,494,9422,53,893
"Delaware",2020-05-31,2019,49,1,991862,521,9845,27,423
"Delaware",2020-06-07,2019,50,1,991862,540,10229,19,384
"Delaware",2020-06-14,2019,51,1,991862,552,10681,12,452
"Delaware",2020-06-21,2019,52,1,991862,562,11091,10,410
"Delaware",2020-06-28,2020,1,1,991862,569,11996,7,905
"Delaware",2020-07-05,2020,2,1,991862,576,12743,7,747
"Delaware",2020-07-12,2020,3,1,991862,583,13429,7,686
"Delaware",2020-07-19,2020,4,1,991862,594,14188.5,11,759.5
"Delaware",2020-07-26,2020,5,1,991862,600,14877,6,688.5
"Delaware",2020-08-02,2020,6,1,991862,606,15502,6,625
"Delaware",2020-08-09,2020,7,1,991862,608,16396,2,894
"Delaware",2020-08-16,2020,8,1,991862,613,16828,5,432
"Delaware",2020-08-23,2020,9,1,991862,615,17346,2,518
"Delaware",2020-08-30,2020,10,1,991862,623,17892,8,546
"Delaware",2020-09-06,2020,11,1,991862,630,18726,7,834
"Delaware",2020-09-13,2020,12,1,991862,635,19449,5,723
"Delaware",2020-09-20,2020,13,1,991862,646,20156,11,707
"Delaware",2020-09-27,2020,14,1,991862,660,21125,14,969
"Delaware",2020-10-04,2020,15,1,991862,671,21998,11,873
"Delaware",2020-10-11,2020,16,1,991862,686,22942,15,944
"Delaware",2020-10-18,2020,17,1,991862,709,23847,23,905
"Delaware",2020-10-25,2020,18,1,991862,735,24951,26,1104
"Delaware",2020-11-01,2020,19,1,991862,752,26258,17,1307
"Delaware",2020-11-08,2020,20,1,991862,766,28395,14,2137
"Delaware",2020-11-15,2020,21,1,991862,786,31321,20,2926
"Delaware",2020-11-22,2020,22,1,991862,813,34670,27,3349
"Delaware",2020-11-29,2020,23,1,991862,842,39096,29,4426
"Delaware",2020-12-06,2020,24,1,991862,887,44876,45,5780
"Delaware",2020-12-13,2020,25,1,991862,952,50136,65,5260
"Delaware",2020-12-20,2020,26,1,991862,1017,54473,65,4337
"Delaware",2020-12-27,2020,27,1,991862,1072,58873,55,4400
"Delaware",2021-01-03,2020,27,1,1004881,1128,64475,56,5602
"Delaware",2021-01-10,2020,28,1,1004881,1188,69372,60,4897
"Delaware",2021-01-17,2020,29,1,1004881,1254,73915,66,4543
"Delaware",2021-01-24,2020,30,1,1004881,1301,77551,47,3636
"Delaware",2021-01-31,2020,31,1,1004881,1329,79832,28,2281
"Delaware",2021-02-07,2020,32,1,1004881,1356,82672,27,2840
"Delaware",2021-02-14,2020,33,1,1004881,1366,84531,10,1859
"Delaware",2021-02-21,2020,34,1,1004881,1418,86517,52,1986
"Delaware",2021-02-28,2020,35,1,1004881,1464,88139,46,1622
"Delaware",2021-03-07,2020,36,1,1004881,1504,90156,40,2017
"Delaware",2021-03-14,2020,37,1,1004881,1526,91942,22,1786
"Delaware",2021-03-21,2020,38,1,1004881,1544,93701,18,1759
"Delaware",2021-03-28,2020,39,1,1004881,1565,96077,21,2376
"Delaware",2021-04-04,2020,40,1,1004881,1577,98203,12,2126
"Delaware",2021-04-11,2020,41,1,1004881,1602,100777,25,2574
"Delaware",2021-04-18,2020,42,1,1004881,1615,102927,13,2150
"Delaware",2021-04-25,2020,43,1,1004881,1626,104621,11,1694
"Delaware",2021-05-02,2020,44,1,1004881,1636,105948,10,1327
"Delaware",2021-05-09,2020,45,1,1004881,1651,106873,15,925
"Delaware",2021-05-16,2020,46,1,1004881,1659,108280,8,1407
"Delaware",2021-05-23,2020,47,1,1004881,1661,108770,2,490
"Delaware",2021-05-30,2020,48,1,1004881,1677,109070,16,300
"Delaware",2021-06-06,2020,49,1,1004881,1679,109322,2,252
"Delaware",2021-06-13,2020,50,1,1004881,1682,109528,3,206
"Delaware",2021-06-20,2020,51,1,1004881,1694,109657,12,129
"Delaware",2021-06-27,2020,52,1,1004881,1695,109846,1,189
"Delaware",2021-07-04,2021,1,1,1004881,1695,110019,0,173
"Delaware",2021-07-11,2021,2,1,1004881,1697,110339,2,320
"Delaware",2021-07-18,2021,3,1,1004881,1698,110729,1,390
"Delaware",2021-07-25,2021,4,1,1004881,1833,111407,135,678
"Delaware",2021-08-01,2021,5,1,1004881,1835,112558,2,1151
"Delaware",2021-08-08,2021,6,1,1004881,1838,114187,3,1629
"Delaware",2021-08-15,2021,7,1,1004881,1854,116461,16,2274
"Delaware",2021-08-22,2021,8,1,1004881,1877,118926,23,2465
"Delaware",2021-08-29,2021,9,1,1004881,1891,121744,14,2818
"Delaware",2021-09-05,2021,10,1,1004881,1900,124575,9,2831
"Delaware",2021-09-12,2021,11,1,1004881,1920,127803,20,3228
"Delaware",2021-09-19,2021,12,1,1004881,1942,131043,22,3240
"Delaware",2021-09-26,2021,13,1,1004881,1972,134217,30,3174
"Delaware",2021-10-03,2021,14,1,1004881,1997,137288,25,3071
"Delaware",2021-10-10,2021,15,1,1004881,2032,139874,35,2586
"Delaware",2021-10-17,2021,16,1,1004881,2064,142058,32,2184
"Delaware",2021-10-24,2021,17,1,1004881,2091,143950,27,1892
"Delaware",2021-10-31,2021,18,1,1004881,2119,145612,28,1662
"Delaware",2021-11-07,2021,19,1,1004881,2141,147533,22,1921
"Delaware",2021-11-14,2021,20,1,1004881,2159,150046,18,2513
"Delaware",2021-11-21,2021,21,1,1004881,2173,152407,14,2361
"Delaware",2021-11-28,2021,22,1,1004881,2194,155922,21,3515
"Delaware",2021-12-05,2021,23,1,1004881,2218,160124,24,4202
"Delaware",2021-12-12,2021,24,1,1004881,2242,164923,24,4799
"Delaware",2021-12-19,2021,25,1,1004881,2271,171563,29,6640
"Delaware",2021-12-26,2021,26,1,1004881,2286,183880,15,12317
"Delaware",2022-01-02,2021,27,1,1019459,2365,202236,79,18356
"Delaware",2022-01-09,2021,28,1,1019459,2424,225094,59,22858
"Delaware",2022-01-16,2021,29,1,1019459,2480,238501,56,13407
"Delaware",2022-01-23,2021,30,1,1019459,2531,246959,51,8458
"Delaware",2022-01-30,2021,31,1,1019459,2576,250756,45,3797
"Delaware",2022-02-06,2021,32,1,1019459,2643,253292,67,2536
"Delaware",2022-02-13,2021,33,1,1019459,2695,254946,52,1654
"Delaware",2022-02-20,2021,34,1,1019459,2709,256447,14,1501
"Delaware",2022-02-27,2021,35,1,1019459,2751,257181,42,734
"Delaware",2022-03-06,2021,36,1,1019459,2753,258024,2,843
"Delaware",2022-03-13,2021,37,1,1019459,2833,258595,80,571
"Delaware",2022-03-20,2021,38,1,1019459,2837,259185,4,590
"Delaware",2022-03-27,2021,39,1,1019459,2870,259665.538461538,33,480.538461538468
"Delaware",2022-04-03,2021,40,1,1019459,2884,259665.538461538,14,0
"Delaware",2022-04-10,2021,41,1,1019459,2894,260041,10,375.461538461532
"Delaware",2022-04-17,2021,42,1,1019459,2905,261399,11,1358
"Delaware",2022-04-24,2021,43,1,1019459,2907,262461,2,1062
"Delaware",2022-05-01,2021,44,1,1019459,2928,264376,21,1915
"Delaware",2022-05-08,2021,45,1,1019459,2931,267265,3,2889
"Delaware",2022-05-15,2021,46,1,1019459,2939,271294,8,4029
"Delaware",2022-05-22,2021,47,1,1019459,2956,274899,17,3605
"Delaware",2022-05-29,2021,48,1,1019459,2961,277666,5,2767
"Delaware",2022-06-05,2021,49,1,1019459,2970,280252,9,2586
"Delaware",2022-06-12,2021,50,1,1019459,2977,281986,7,1734
"Delaware",2022-06-19,2021,51,1,1019459,2983,283632,6,1646
"Delaware",2022-06-26,2021,52,1,1019459,2984,285403,1,1771
"Delaware",2022-07-03,2022,1,1,1019459,2998,287078,14,1675
"Delaware",2022-07-10,2022,2,1,1019459,3008,289266,10,2188
"Delaware",2022-07-17,2022,3,1,1019459,3021,291619,13,2353
"Delaware",2022-07-24,2022,4,1,1019459,3024,294041,3,2422
"Delaware",2022-07-31,2022,5,1,1019459,3026,296190,2,2149
"Delaware",2022-08-07,2022,6,1,1019459,3036,298262,10,2072
"Delaware",2022-08-14,2022,7,1,1019459,3039,300245,3,1983
"Delaware",2022-08-21,2022,8,1,1019459,3042,301797,3,1552
"Delaware",2022-08-28,2022,9,1,1019459,3070,303196,28,1399
"Delaware",2022-09-04,2022,10,1,1019459,3080,304393,10,1197
"Delaware",2022-09-11,2022,11,1,1019459,3086,305772,6,1379
"Delaware",2022-09-18,2022,12,1,1019459,3101,307270,15,1498
"Delaware",2022-09-25,2022,13,1,1019459,3111,308713,10,1443
"Delaware",2022-10-02,2022,14,1,1019459,3112,309804,1,1091
"Delaware",2022-10-09,2022,15,1,1019459,3136,310993,24,1189
"Delaware",2022-10-16,2022,16,1,1019459,3136,312019,0,1026
"Delaware",2022-10-23,2022,17,1,1019459,3147,312990,11,971
"Delaware",2022-10-30,2022,18,1,1019459,3147,313913,0,923
"Delaware",2022-11-06,2022,19,1,1019459,3148,314684,1,771
"Delaware",2022-11-13,2022,20,1,1019459,3163,315555,15,871
"Delaware",2022-11-20,2022,21,1,1019459,3172,316046,9,491
"Delaware",2022-11-27,2022,22,1,1019459,3172,317405,0,1359
"Delaware",2022-12-04,2022,23,1,1019459,3184,318567,12,1162
"Delaware",2022-12-11,2022,24,1,1019459,3185,319477,1,910
"Delaware",2022-12-18,2022,25,1,1019459,3205,320581,20,1104
"Delaware",2022-12-25,2022,26,1,1019459,3206,321888,1,1307
"Delaware",2023-01-01,2022,27,1,1031890,3218,323151,12,1263
"Delaware",2023-01-08,2022,28,1,1031890,3220,324137,2,986
"Delaware",2023-01-15,2022,29,1,1031890,3243,325083,23,946
"Delaware",2023-01-22,2022,30,1,1031890,3254,325872,11,789
"Delaware",2023-01-29,2022,31,1,1031890,3265,326847,11,975
"Delaware",2023-02-05,2022,32,1,1031890,3288,327873,23,1026
"Delaware",2023-02-12,2022,33,1,1031890,3308,328915,20,1042
"Delaware",2023-02-19,2022,34,1,1031890,3309,330332,1,1417
"Delaware",2023-02-26,2022,35,1,1031890,3324,330793,15,461
"Delaware",2023-03-05,2022,36,1,1031890,3324,330793,0,0
"District of Columbia",2020-01-19,2019,30,1,670839,0,0,0,0
"District of Columbia",2020-01-26,2019,31,1,670839,0,0,0,0
"District of Columbia",2020-02-02,2019,32,1,670839,0,0,0,0
"District of Columbia",2020-02-09,2019,33,1,670839,0,0,0,0
"District of Columbia",2020-02-16,2019,34,1,670839,0,0,0,0
"District of Columbia",2020-02-23,2019,35,1,670839,0,0,0,0
"District of Columbia",2020-03-01,2019,36,1,670839,0,0,0,0
"District of Columbia",2020-03-08,2019,37,1,670839,0,0,0,0
"District of Columbia",2020-03-15,2019,38,1,670839,0.5,98,0.5,98
"District of Columbia",2020-03-22,2019,39,1,670839,4,304,3.5,206
"District of Columbia",2020-03-29,2019,40,1,670839,21,902,17,598
"District of Columbia",2020-04-05,2019,41,1,670839,47,1778,26,876
"District of Columbia",2020-04-12,2019,42,1,670839,91,2666,44,888
"District of Columbia",2020-04-19,2019,43,1,670839,165,3699,74,1033
"District of Columbia",2020-04-26,2019,44,1,670839,240,4797,75,1098
"District of Columbia",2020-05-03,2019,45,1,670839,311,6102,71,1305
"District of Columbia",2020-05-10,2019,46,1,670839,375,7042,64,940
"District of Columbia",2020-05-17,2019,47,1,670839,427,7966,52,924
"District of Columbia",2020-05-24,2019,48,1,670839,462,8717,35,751
"District of Columbia",2020-05-31,2019,49,1,670839,483,9269,21,552
"District of Columbia",2020-06-07,2019,50,1,670839,511,9709,28,440
"District of Columbia",2020-06-14,2019,51,1,670839,531,9984,20,275
"District of Columbia",2020-06-21,2019,52,1,670839,548,10216,17,232
"District of Columbia",2020-06-28,2020,1,1,670839,557,10447,9,231
"District of Columbia",2020-07-05,2020,2,1,670839,568,10801,11,354
"District of Columbia",2020-07-12,2020,3,1,670839,578,11194,10,393
"District of Columbia",2020-07-19,2020,4,1,670839,581,11717,3,523
"District of Columbia",2020-07-26,2020,5,1,670839,585,12205,4,488
"District of Columbia",2020-08-02,2020,6,1,670839,590,12653,5,448
"District of Columbia",2020-08-09,2020,7,1,670839,597,13159,7,506
"District of Columbia",2020-08-16,2020,8,1,670839,604,13534,7,375
"District of Columbia",2020-08-23,2020,9,1,670839,605,13925,1,391
"District of Columbia",2020-08-30,2020,10,1,670839,611,14238,6,313
"District of Columbia",2020-09-06,2020,11,1,670839,616,14493,5,255
"District of Columbia",2020-09-13,2020,12,1,670839,619,14902,3,409
"District of Columbia",2020-09-20,2020,13,1,670839,624,15215,5,313
"District of Columbia",2020-09-27,2020,14,1,670839,629,15473,5,258
"District of Columbia",2020-10-04,2020,15,1,670839,636,15918,7,445
"District of Columbia",2020-10-11,2020,16,1,670839,641,16334,5,416
"District of Columbia",2020-10-18,2020,17,1,670839,642,16706,1,372
"District of Columbia",2020-10-25,2020,18,1,670839,646,17266,4,560
"District of Columbia",2020-11-01,2020,19,1,670839,654,17891,8,625
"District of Columbia",2020-11-08,2020,20,1,670839,658,18814,4,923
"District of Columbia",2020-11-15,2020,21,1,670839,670,19961,12,1147
"District of Columbia",2020-11-22,2020,22,1,670839,678,21308,8,1347
"District of Columbia",2020-11-29,2020,23,1,670839,695,22872,17,1564
"District of Columbia",2020-12-06,2020,24,1,670839,713,24643,18,1771
"District of Columbia",2020-12-13,2020,25,1,670839,730,26342,17,1699
"District of Columbia",2020-12-20,2020,26,1,670839,762,27710,32,1368
"District of Columbia",2020-12-27,2020,27,1,670839,792,29509,30,1799
"District of Columbia",2021-01-03,2020,27,1,669037,813,31457,21,1948
"District of Columbia",2021-01-10,2020,28,1,669037,847,33537,34,2080
"District of Columbia",2021-01-17,2020,29,1,669037,870,35077,23,1540
"District of Columbia",2021-01-24,2020,30,1,669037,909,36662,39,1585
"District of Columbia",2021-01-31,2020,31,1,669037,947,37877,38,1215
"District of Columbia",2021-02-07,2020,32,1,669037,979,38796,32,919
"District of Columbia",2021-02-14,2020,33,1,669037,994,39553,15,757
"District of Columbia",2021-02-21,2020,34,1,669037,1010,40478,16,925
"District of Columbia",2021-02-28,2020,35,1,669037,1030,41273,20,795
"District of Columbia",2021-03-07,2020,36,1,669037,1040,42432,10,1159
"District of Columbia",2021-03-14,2020,37,1,669037,1049,43175,9,743
"District of Columbia",2021-03-21,2020,38,1,669037,1056,44051,7,876
"District of Columbia",2021-03-28,2020,39,1,669037,1070,44932,14,881
"District of Columbia",2021-04-04,2020,40,1,669037,1081,45762,11,830
"District of Columbia",2021-04-11,2020,41,1,669037,1095,46579,14,817
"District of Columbia",2021-04-18,2020,42,1,669037,1099,47219,4,640
"District of Columbia",2021-04-25,2020,43,1,669037,1105,47697,6,478
"District of Columbia",2021-05-02,2020,44,1,669037,1110,48164,5,467
"District of Columbia",2021-05-09,2020,45,1,669037,1118,48530,8,366
